char,pinyin,division,code
𢎺,,弓幺丨,DAKg
𢎻,yu2,弓予,DByg
𢎼,,弓十又,DEDg
𢎽,,弓乃⼂,DAWg
𢎾,,弓一大,DGFg
𢎿,,弓攵,DPpg
𢏀,,弓𠆢龴,DUDg
𢏁,,弓一幺,DGAg
𢏂,,弓𠂆丅,DRJg
𢏃,li3,⺈冖弓,QQDg
𢏄,qiang2,弓弓丨,DDKg
𢏅,shui3,弓火,DXvg
𢏆,ku1,弓古,DJgg
𢏇,,弓{介下}弓,DTDg
𢏈,zhen3,弓尸コ,DDDg
𢏉,,弓匚⺈丶,DFWg
𢏊,,弓干丷,DEXg
𢏋,,弓宀匕,DWVg
𢏌,,弓戊,DFwg
𢏍,fu2,弓⺊巳,DLDg
𢏎,shen1,弓囗儿,DNVg
𢏏,,弓𠆢小,DUCg
𢏐,,弓冖丿厶,DQAg
𢏑,,弓丷キ,DXFg
𢏒,chui2,㇒七弓{两撇},PFDS
𢏓,,弓厶大,DAFg
𢏔,,勹日弓,SKDg
𢏕,tong2,弓冂一口,DMOg
𢏖,,羽弓,CDgy
𢏘,,干弓干,EDEg
𢏙,yang2,弓羊,DXyg
𢏚,,弓工工,DIIg
𢏛,,弓糸,DAvg
𢏜,tuo2,弓夕夕,DQQg
𢏝,zhou1,弓弓弓,DDDg
𢏞,ji2,弓乛水一,DBGg
𢏟,,弓厶冂人,DAUg
𢏠,,弓氵工,DZIg
𢏡,,弓𠂒儿,DPVg
𢏢,,冂龷弓,MHDg
𢏣,,弓冂龷,DMHg
𢏤,xun4,弓厶八夊,DAVg
𢏥,,弓日干,DKEg
𢏦,shen3,弓厶矢,DAPg
𢏧,xuan1,弓⺈用,DQSg
𢏨,,扌𠂆丅弓,FRJD
𢏪,,扌夫弓,FJDg
𢏫,,弓山十又,DMDg
𢏬,,弓人人土,DUJg
𢏭,liu2,弓亠厶𫶧,DYVg
𢏮,yuan1,弓片爿一,DTGg
𢏱,,弓臼儿,DUVg
𢏴,,弓壬龷,DRHg
𢏵,,弓一⺕龰,DGLg
𢏷,jue2,弓尸屮凵,DDAg
𢏸,,弓亠糸,DYAg
𢏹,,弓宀一龰,DWLg
𢏺,,弓一冂人弓,DGDg
𢏼,,弓卄一木,DHIg
𢏾,,弓止𧘇,DLRg
𢏿,,弓宀夕㔾,DWBg
𢐁,,弓糸弓,DADg
𢐂,zhi4,弓日一龰,DKLg
𢐄,yuan4,弓{互中}豕,DCGg
𢐅,,弓彡弓彡,DSSg
𢐆,jian1,弓口口弓,DODg
𢐇,,弓十廾木,DEIg
𢐈,,弓弓丆日,DDKg
𢐉,,弓土匚日,DJKg
𢐊,pang2,弓亠丷冖方,DYYg
𢐌,,弓木口弓,DIDg
𢐍,,弓山兀攵,DMPg
𢐎,zhuan4,弓䒑⺕〢八,DXTg
𢐏,,弓𠂆虍人,DRUg
𢐐,xian2,弓㇒糸弓,DPDg
𢐑,,弓弓囗人人,DDUg
𢐒,beng1,弓山月月,DMSg
𢐓,,弓長弓,DEDg
𢐔,cong1,弓彳人人龰,DSLg
𢐕,,弓覀示,DEFg
𢐖,mo4,弓艹日廾,DHHg
𢐗,,弓魚,DQvg
𢐘,,弓弓長,DDEg
𢐙,,士𠃜殳弓,JDQD
𢐚,guo2,弓囗戈口一,DNGg
𢐛,,弓宀一⺕龰,DWLg
𢐜,,弓弓一人口人,DDUg
𢐝,,弓丆日丅巳,DGDg
𢐞,cheng2,弓丷𫩏丷日,DXKg
𢐟,qiao1,弓夭口冂口,DROg
𢐠,,弓㇒米田,DPKg
𢐣,,弓⺈口𧰨,DQRg
𢐤,,弓丆日丆日,DGKg
𢐦,bi4,尸口辛弓,DOYD
𢐧,,艹勹口攵弓,HSPD
𢐨,,弓勹䶹勹䶹弓,DSDg
𢐩,qiang3,弓耳㇒虫,DHLg
𢐪,,弓冂龷辰,DMGg
𢐫,zhou1,弓米弓𠆢丶乛,DXBg
𢐬,,弓{炙上}言弓,DSDg
𢐮,,弓米田弓,DXDg
𢐯,,艹工㇒扌戈弓,HIFD
𢐰,,弓雨而,DJGg
𢐱,,卝土㇒扌戈弓,HJFD
𢐲,fan2,弓㇒米田弓,DPDg
𢐳,bie1,弓艹冂㐅乂丨㐅乂,DHTg
𢐴,,弓人人丨人人丨人人丨,DUKg
𢐵,,弓言厶虫,DYLg
𢐶,,弓龷巾㐅乂㐅乂,DHTg
𢐷,,弓丷𫩏丷日弓,DXDg
𢐸,,弓虍田皿,DLMg
𢐹,,弓亠囗口日一弓,DYDg
𢐺,,弓千龷凵勹厶弓,DRDg
𢐻,,弓亠口日卝干,DYEg
𢐼,,弓耂日火弓,DJDg
𢐽,,卝干弓囗夊土,HEVJ
𢐾,bo2,弓土人人糸弓,DJDg
𢐿,rong3,弓衣口口一龷,DWHg
𢑀,,弓麻米,DWXg
𢑁,,弓艹彐十片爿,DHAg
𢑃,,弓爾土,DJJg
𢑅,ding3,𦥑冂一口一弓弓,UMDD
𢑆,quan2,弓艹口口隹,DHTg
𢑇,jiu4,弓艹隹臼,DHUg
𢑈,yao2,弓{炙上}言㇒糸,DSAg
𢑉,,{炙上}言㇒糸弓,SYAD
𢑊,,弓𠂒儿𠂒儿貝,DPNg
𢑋,,匚儿匚儿弓一口冂䒑⼁弓,FVDf
𢑌,,弓䒑土灬䒑土大弓,DXDg
𢑍,,弓𠂉母弓弓一口田弓,DPDg
𢑎,,弓𠂉母亠厶𫶧弓一口田弓,DPDg
𢑏,,{卬左}丿彐,VPBu
𢑐,,𡭔⺕,CBux
𢑑,,彐彐,BBu
𢑒,,彐女,BCv
𢑔,,⼹丂口,BEOv
𢑕,,⼹一力力,BGCC
𢑖,zao3,⼹甲,BKj
𢑘,,⼹凵氺,BAAs
𢑙,,⼹𠂊水,BQAs
𢑚,,匚一丨厂彐,FGBf
𢑜,,⼹勹田,BSKt
𢑝,dan1,彐彐冖儿,BBQV
𢑞,,{互中}一八一𠂊巾,CGQM
𢑟,wu3,彐冖亻戈,BQTF
𢑠,tuo2,彐彐𠂉也,BBPB
𢑢,hu1,日⼹{两撇}巾,KBSM
𢑣,,{互中}一癶一大,CGGF
𢑤,,彐冖木口,BQIO
𢑦,,{互中}一冖巾刀口,CGDO
𢑧,xi1,彐彐木口,BBIO
𢑨,,⼹水⼹水,BABA
𢑩,,{互中}一{两撇}巾彐巾,CGBM
𢑪,,⼹𧰨勹口,BRSO
𢑬,lai2,彐彐來,BBIl
𢑮,fei1,彐彐飛,BBBf
𢑯,,彐囗乂{𠂭无乂}木,BNXI
𢑰,,コ工コ工彐彐,DIBB
𢑱,,{互中}一米八刀大,CGDF
𢑲,,彐米人糸,BXUA
𢑴,,彐米糸大,BXAF
𢑵,,彐彐㇒米田,BBXK
𢑶,,彐彐广冂人戊,BBUF
𢑷,,{互中}一冖囗乂{𠂭无乂}{两撇}巾,CGSM
𢑸,,亠口冖口⼹夕巾,YOQM
𢑹,hu2,丰丰彐一{亞下},IINf
𢑻,,彐彐广冂人戊𠃌,BBFB
𢑼,,⼓{两撇}豕彐夕巾,SSQM
𢑽,,彐彐不不不不,BBGG
𢑿,,彐冖口口甲二殳木,BQQI
𢒀,,乃彡,ASsn
𢒁,,乃彡,ASsn
𢒂,,九彡,RSsj
𢒃,,𠆢丨彡,UKSs
𢒄,,工彡,ISsg
𢒆,xian1,忄彡,USs
𢒇,,一兀彡,GGSs
𢒈,,二{介下}彡,ETSe
𢒉,shan3,彡且,SNqs
𢒊,,大厂彡,FGSd
𢒋,,丶水彡,WASs
𢒌,,亠巾彡,YMSs
𢒍,fei4,弓{介下}彡,DTSg
𢒎,,冖一兀彡,QGGS
𢒏,,彡甫,SEfs
𢒐,cuo4,人人土彡,UUJS
𢒑,,人人干彡,UUES
𢒒,fu2,爫子彡,VBSs
𢒓,,⼹⼓{两撇}彡,BSSS
𢒔,chu4,豕丶彡,GWSs
𢒕,,止𧘇彡,LRSz
𢒖,,戈口一彡,FOSg
𢒗,,日⼓{两撇}彡,KSSS
𢒙,,日木彡,KISs
𢒚,,{互中}一氺彡,CGAS
𢒛,,⺊早彡,LKSs
𢒜,,虍人彡,LUSh
𢒝,diu1,𠘨臣彡,QFSj
𢒞,lan4,木囗丷彡,INXS
𢒟,,⺊貝彡,LNSs
𢒠,,日𠂊巾彡,KQMS
𢒡,,口口土彡,OOJS
𢒢,,牜⼓⼃𠆢彡,PSSn
𢒣,,丆日大彡,GKFS
𢒤,,彡囗豕,SNGs
𢒥,,羽𠆢彡丩,CUAy
𢒧,,日𧰨彡,KRSs
𢒩,xi3,彡彳止龰,SSLs
𢒪,,⺊冖豕彡,LQGS
𢒫,,彡彐工口寸,SBIs
𢒬,,彡日亠口小,SKCs
𢒮,,𡭔㇒白大彡,CPSx
𢒯,biao1,口虍巾彡,OLMS
𢒰,yu4,𠂇⺝戈口一{两撇},HSGS
𢒱,sui4,止戊一𣥂彡,LFSz
𢒲,xi3,亠彡彳止龰,YSLL
𢒳,,日冖禾彡又,KQSD
𢒵,,𦥑幺一火彡,UAXS
𢒶,,文厂彡⺈口𧰨,YGRw
𢒷,pou2,彡頁立口,SGOs
𢒸,,匕矢丆目止彡,VPSi
𢒺,,麻非彡,WLSm
𢒻,,木㐅乂木冖龷日彡,ITKS
𢒼,,彳乙,SBir
𢒽,,彳乚,SCur
𢒾,jiao4,彳丩,SAur
𢒿,,彳㔾,SBur
𢓀,yi4,彳弋,SFir
𢓁,,彳工,SIgr
𢓂,,彳土,SJvr
𢓃,wan2,彳九丶,SRWr
𢓄,ji3,彳一廾,SGHr
𢓅,,彳人人,SUUr
𢓆,wan2,彳一兀,SGGr
𢓊,,彳止,SLzr
𢓋,ang4,彳{卬左}卩,SVAr
𢓌,,彳亠八,SYTr
𢓍,tian1,彳一大,SGFr
𢓎,chi2,彳一幺,SGAr
𢓏,,彳冂二,SMEr
𢓐,,彳牛,SPnr
𢓑,,彳欠,SQqr
𢓒,ran2,彳冂土,SMJr
𢓓,,彳𠂉{乍下},SPLr
𢓔,sa4,彳立,SYlr
𢓕,yin2,彳⺊口,SLOr
𢓖,pi1,彳不一,SGGr
𢓗,ci3,彳止匕,SLVr
𢓘,tao1,彳夂⺀,SVZr
𢓘,tong2,彳夂⺀,SVZr
𢓙,yin3,彳弓人,SDUr
𢓚,,彳尸匕,SDVr
𢓛,,彳未,SIwr
𢓜,ge2,彳夂口,SVOr
𢓝,tiao1,彳儿冫{飞右},SVTr
𢓞,zheng1,彳乛水一,SBGr
𢓟,zhou4,彳{三点}川,SZTr
𢓠,,彳𠂒儿,SPVr
𢓡,ti2,彳大弓,SFDr
𢓡,yi2,彳大弓,SFDr
𢓢,kua4,彳大一丂,SFEr
𢓣,song1,彳木冂,SIMr
𢓤,,彳夂㐄,SVFr
𢓥,,彳⺌兀,SNGr
𢓦,,彳龶卩,SEAr
𢓧,di4,彳土也,SJBr
𢓨,,彳囗大,SNFr
𢓪,,彳厶矢,SAPr
𢓫,,彳辛,SYxr
𢓬,xie2,彳㐅𠂇巾,STMr
𢓭,,彳厶八夊,SAVr
𢓮,xiao1,彳⺌⺝,SNSr
𢓯,guang4,彳犭王,SVEr
𢓯,wang3,彳犭王,SVEr
𢓰,tuo3,彳爫女,SVCr
𢓱,feng1,彳夂丰,SVIr
𢓱,feng4,彳夂丰,SVIr
𢓲,hu2,彳一{五下}口,SGOr
𢓲,wu2,彳一{五下}口,SGOr
𢓳,,彳由丂,SKEr
𢓴,,彳日夊,SKVr
𢓵,xiu4,彳禾乃,SRAr
𢓶,,彳龴用,SDSr
𢓷,,彳𠂉十卩丶,SPWr
𢓸,,彳屮王,SAEr
𢓹,,彳巾攵,SMPr
𢓺,,彳上龰,SLLr
𢓻,,彳豕,SGsr
𢓼,,彳目匕,SNVr
𢓽,,彳{两撇}厶大,SSFr
𢓾,,彳八𠆢口,STOr
𢓿,you2,彳夂心,SVRr
𢔀,,彳⺕冖又,SBDr
𢔁,ling2,彳土八夊,SJVr
𢔂,yan4,彳大电,SFKr
𢔃,,彳舟夊,SRVr
𢔄,,彳⺊早,SLKr
𢔅,dong1,彳木日,SIKr
𢔆,qi4,彳氵立,SZYr
𢔇,tao2,彳勹缶,SSPr
𢔈,han2,彳乛水凵,SBAr
𢔉,,彳一巛𡈼,SGRr
𢔊,chi2,彳矢口,SPOr
𢔋,song1,彳木八厶,SIAr
𢔌,,彳白千,SURr
𢔍,,彳八𠆢⺝,STSr
𢔎,,彳山丶王,SMEr
𢔏,,彳爫冖又,SVDr
𢔐,,彳勹日丂,SSEr
𢔑,quan3,彳丷夫㔾,SXBr
𢔒,,彳日曰,SKKr
𢔓,,彳一夫キ,SGFr
𢔔,han4,彳了口又一,SBGr
𢔔,ji2,彳了口又一,SBGr
𢔕,,彳日𠂇又,SKDr
𢔖,,行㇒夫,SPJx
𢔗,,彳夭止,SRLr
𢔘,,彳㐅𠂇厶卩,STAr
𢔙,,彳亠人人十,SYEr
𢔚,,彳亠勹方,SYYr
𢔛,,彳土䒑十,SJEr
𢔜,,彳丨夂彡,SKSr
𢔝,,彳壬龷,SRHr
𢔞,,彳𠂉一止九,SPRr
𢔟,niu3,彳矛木,SBIr
𢔟,rou3,彳矛木,SBIr
𢔠,qi4,彳目十又,SNDr
𢔡,kai1,彳比白,SVUr
𢔢,yu2,彳人一⺝刂,SULr
𢔤,cheng4,彳⺊貝,SLNr
𢔥,yu4,彳田⺝,SKSr
𢔦,,彳尸羊,SDXr
𢔧,bing4,彳尸䒑廾,SDHr
𢔩,cong1,彳丨人人龰,SKLr
𢔩,song3,彳丨人人龰,SKLr
𢔪,zhu1,彳耂日,SJKr
𢔫,,彳缶凡,SPQr
𢔬,yu4,行𠂒儿,SPVx
𢔭,,彳厂辛,SGYr
𢔮,,行厶⺝,SASx
𢔯,,彳木口刂,SILr
𢔰,,彳𠃜目,SDNr
𢔱,jue2,彳八𠆢口卩,STAr
𢔱,que4,彳八𠆢口卩,STAr
𢔲,liu4,彳丌匚コ田,SHKr
𢔳,sao1,彳又丶虫,SDLr
𢔴,yu4,彳一{五下}口阝,SGBr
𢔵,,彳一龷冂土,SGJr
𢔶,,彳見寸,SNIr
𢔷,,彳犭屮王,SVEr
𢔹,,彳戈口山,SFMr
𢔺,,彳犭山王,SVEr
𢔻,,彳宀豕,SWGr
𢔼,,彳虫攵,SLPr
𢔽,,彳日土寸,SKIr
𢔾,,彳㇒尸二殳,SPQr
𢔿,,彳釒十,SVEr
𢕀,,彳𠂆十{具上},SRNr
𢕁,,行王廾,SEHx
𢕂,,彳戈口土,SFJr
𢕄,,彳山一𠄌丿攵,SMPr
𢕅,shuai4,行山方,SMYx
𢕇,,彳亻人人龰,STLr
𢕈,,彳人人耳,SUHr
𢕊,,彳勹日八丂,SSEr
𢕋,yuan4,行宀一兀,SWGx
𢕌,,彳尸辛,SDYr
𢕍,,彳{卬左}⼂刀田,SVKr
𢕏,,彳日龷十,SKEr
𢕐,,彳方𠂉乛龰,SYLr
𢕑,shuai4,彳亠幺冫{飞右}十,SYEr
𢕒,,彳亠口口夊,SYVr
𢕓,chu3,彳匚口口口,SFOr
𢕔,zhang1,彳立早,SYKr
𢕔,zhang4,彳立早,SYKr
𢕕,san3,彳厶厶厶𠆢彡,SASr
𢕕,san4,彳厶厶厶𠆢彡,SASr
𢕗,,彳宀大丁口,SWOr
𢕘,cui1,彳山隹,SMTr
𢕙,meng3,彳犭子皿,SVMr
𢕚,di2,彳氵日一寸,SZIr
𢕛,,彳勹亠日夊,SSVr
𢕜,,彳𠂉十止卩丶,SPWr
𢕝,,彳夂丰辶,SVZr
𢕞,zhi4,彳十目心,SERr
𢕠,,彳龴囗䒑大,SDFr
𢕡,,彳木口攵,SIPr
𢕢,,彳車欠,SJQr
𢕣,,彳車攵,SJPr
𢕤,,彳走月,SJSr
𢕥,,行士示,SJFx
𢕦,xiu1,彳丨夂丶艮,SKBr
𢕨,pian2,彳白冖方,SUYr
𢕩,,彳彳人人龰,SSLr
𢕪,jiao4,彳夭口冂口,SROr
𢕫,kuan3,彳士示欠,SJQr
𢕬,sa4,彳刀⼂止刀⼂止,SDLr
𢕮,zha4,彳亠丷冖巾口,SYOr
𢕯,dian4,彳覀早,SEKr
𢕰,,彳丷酉寸,SXIr
𢕱,,彳止日𡭔㇒,SLPr
𢕲,,彳⼹氺攵,SBPr
𢕳,,彳走𠃌一口,SJOr
𢕴,,彳十早攵,SEPr
𢕵,,行龷八巳,SHDx
𢕷,yi2,彳爫{爲下},SVSr
𢕸,,彳米夕㐄,SXFr
𢕹,,彳亠厶田攵,SYPr
𢕺,hui4,彳止戊一𣥂,SLNr
𢕻,shan4,彳⺈厂八言,SQYr
𢕼,,彳罒一口𧘇,SMRr
𢕽,,彳白凵人戈,SUFr
𢕾,,彳尸口辛,SDYr
𢕿,,彳土厶日攵,SJPr
𢖀,,彳⺕キ口口丨,SBKr
𢖁,,彳{五下}口丰阝,SDBr
𢖂,,彳走冂一口,SJOr
𢖃,,彳丨〢䒑䒑夫,SKJr
𢖄,chong2,彳山虫攵,SMPr
𢖅,yi2,行山言,SMYx
𢖆,xie4,彳⺈用刀牛,SQPr
𢖇,zhi4,彳{鹿上}丂灬,SWXr
𢖈,tiao4,彳羽隹,SCTr
𢖉,,彳一口冂䒑⼁攵,SGPr
𢖊,ping1,彳訁由丂,SYEr
𢖋,xian2,行土田廾,SJHx
𢖌,,彳山戊上小,SMCr
𢖍,,行魚,SQvx
𢖎,xian1,彳覀大尸コ,SEDr
𢖏,su4,彳士罒貝,SJNr
𢖐,,彳鹿灬,SWXr
𢖑,cuan2,彳夫夫貝,SJNr
𢖒,,彳丆月冖心夊,SGVr
𢖓,,彳尸彳𠂉日夊,SDVr
𢖔,,彳日龷八氺,SKAr
𢖕,,彳幺夊米女,SACr
𢖖,,米女彳幺夊,XCVm
𢖗,song3,木口彳人人龰,IOUL
𢖘,,彳宀丰罒心,SWRr
𢖙,,彳厂禾禾止,SGLr
𢖚,,彳日屮凵大小⼂,SKWr
𢖛,hei1,彳丨夂黑,SKMr
𢖜,,彳音土攵,SYPr
𢖝,xian4,彳人人戈非一,SUGr
𢖞,,彳⺈口比⺈口儿丶,SQWr
𢖠,,彳貝貝女,SNCr
𢖡,yu4,行土厶幺幺廾,SJHx
𢖢,,彳冂龷辰攵,SMPr
𢖣,,彳𦥑{囟框}㐅一火,SUXr
𢖤,tai2,彳日一龰頁,SKGr
𢖥,,彳麻非,SWLr
𢖦,jue2,彳目目隹又,SNDr
𢖧,nang4,彳十口冖口口一龷𧘇,SERr
𢖨,,行韋一𠂊丨又夕巾,SDMx
𢖪,,忄乚,UCu
𢖫,yi4,刀心,DRxd
𢖬,bi4,忄匕,UVi
𢖭,,忄㔾,UBu
𢖮,,乙心㇒,BRPi
𢖯,,忄几,UQj
𢖰,,力心,CRxl
𢖱,,忄乃,UAn
𢖲,,忄㇒七,UPFq
𢖳,xu1,忄一{于下},UGIu
𢖴,yi4,𠂉乙心,PBRx
𢖵,ru4,忄女,UCv
𢖶,,工心,IRxg
𢖷,gong1,忄工,UIg
𢖸,,忄弓,UDg
𢖹,,忄小,UCx
𢖺,yi4,忄弋,UFi
𢖻,,心夊,RVux
𢖼,,弋心,FRxi
𢖽,,土心,JRx
𢖾,,忄㇒几,UPQj
𢖿,zhi4,𡭔心,CRxx
𢗀,xin1,口心,ORx
𢗁,,人一心,UGRx
𢗃,,忄一丂,UGEk
𢗄,xia4,忄丅丶,UJWu
𢗅,,忄人𠃊,UUCu
𢗆,,忄𠂇乀,UHWu
𢗇,,忄夕,UQx
𢗈,zhao1,心㇒丁,RPEx
𢗊,jia2,人{介下}心,UTRx
𢗊,xie4,人{介下}心,UTRx
𢗌,,忄巴,UDb
𢗍,,屮一心,AGRx
𢗎,yi4,忄殳,UQs
𢗏,,一丌心,GHRx
𢗐,,冖儿心,QVRx
𢗒,,忄丰,UIf
𢗓,,丂一心,EGRk
𢗔,,忄丅𠃊𠃌,UJCB
𢗕,,忄勹厶,USAi
𢗖,,忄壬,URr
𢗗,,忄犬,UJq
𢗘,,忄⼓{两撇},USSu
𢗙,,忄丅一㇉,UJGC
𢗚,,忄歹,UGd
𢗛,,忄㐅十,UTEu
𢗜,,忄尸㇏,UDWu
𢗝,,忄二{互中},UECu
𢗞,,忄𠂇厶,UHAi
𢗟,,忄𠂇几,UHQj
𢗠,,忄七刀,UFDd
𢗡,,忄攵,UPp
𢗢,,忄㇒廾,UPHv
𢗣,,龶心,ERx
𢗤,,夫心,JRxf
𢗥,,弋一心,FGRi
𢗦,,木心,IRx
𢗧,,七刀心,FDRq
𢗨,,水心,ARxs
𢗩,,𡈼心,RRxr
𢗪,,{卬左}七心,VFRx
𢗫,fu3,不心,GRxb
𢗬,,牙心,FRxy
𢗭,she4,日心,KRx
𢗮,,心㐅凵,RTAx
𢗯,yuan2,月心,SRx
𢗰,fan3,心心,RRxx
𢗱,,⺕丨心,BKRx
𢗲,fu1,忄夫,UJf
𢗳,wu4,忄毛,URm
𢗴,xi1,忄八丂,UTEk
𢗵,hong3,忄子乚,UBCu
𢗷,,忄水,UAs
𢗸,,忄⺀十,UZEu
𢗹,ji4,𠂆丅心,RJRx
𢗺,chang4,心㇒亠𠃊,RPCx
𢗻,,亠八心,YTRx
𢗼,,忄户,UZh
𢗽,,忄比,UVb
𢗾,,忄{卬左}卩,UVAe
𢗿,mo4,忄末,UIm
𢘁,,𠕁心,MRx
𢘂,,亻女心,TCRx
𢘃,mu2,忄母,UCm
𢘃,wu3,忄母,UCm
𢘄,qiu2,忄囗人,UNUu
𢘅,mao4,矛心,BRxm
𢘅,rou2,矛心,BRxm
𢘆,,忄一日,UGKv
𢘇,da2,日一心,KGRx
𢘇,dan4,日一心,KGRx
𢘈,,人一忄卩,UGUA
𢘉,xia2,忄甲,UKj
𢘊,shen1,忄申,UKs
𢘋,te4,亻弋心,TFRx
𢘌,hong2,忄弓厶,UDAi
𢘍,bi4,弓{介下}心,DTRg
𢘍,fu2,弓{介下}心,DTRg
𢘎,,忄尸又,UDDo
𢘏,,忄山乃,UMAn
𢘐,,忄𠆢工,UUIg
𢘒,,尸匕心,DVRx
𢘓,,母心,CRxm
𢘔,,人一忄㔾,UGUB
𢘕,,忄矛,UBm
𢘖,,冂一心卩,MGRA
𢘘,,忄弓丨㇒,UDKP
𢘙,,忄尤⼃,UJPu
𢘚,,忄冖儿丶,UQVW
𢘛,,忄𠂆丅丶,URJW
𢘜,,忄𠃌一口,UBGO
𢘝,ni3,忄⺈小,UQCx
𢘞,,⺈小心,QCRx
𢘟,qiao2,心丁口,REOx
𢘠,,丬匕心,XVRx
𢘡,,生心,PRxs
𢘢,,亻一丂心,TGER
𢘣,,白心,URxb
𢘤,,丷キ心,XFRx
𢘥,,忄亠巾,UYMj
𢘦,,忄コ丨又,UDKD
𢘧,ruan3,忄尸人,UDUu
𢘩,,忄乃子,UABz
𢘪,,忄𠂇土,UHJv
𢘫,,一止心,GLRx
𢘬,,忄𠂉也,UPBe
𢘭,,忄用,USy
𢘮,,忄立,UYl
𢘯,,宀匕心,WVRx
𢘰,,土刀心,JDRx
𢘱,,戊心,FRxw
𢘲,,冂大心,MFRx
𢘳,,禾心,RRx
𢘴,,{卬左}丿卩丶心,VPWR
𢘵,,夕卩丶心,QARx
𢘶,,忄⺕キ,UBFu
𢘷,,忄虫,ULv
𢘸,jiang4,忄夂㐄,UVFu
𢘹,cha1,忄㐅朩,UTIu
𢘺,mi2,忄米,UXm
𢘺,mi3,忄米,UXm
𢘻,,米心,XRxm
𢘽,yi4,忄电⼃,UKPu
𢘾,,忄女口,UCOv
𢘿,suo1,䶹屮心,AARx
𢙀,,忄木冂,UIMu
𢙂,xuan1,一皿心,GMRx
𢙃,,忄日匕,UKVi
𢙄,,龷八心,HTRx
𢙅,xi2,人一口心,UGOR
𢙆,,忄自,UTz
𢙇,yi3,忄衣,UWy
𢙈,,心口口,ROOx
𢙉,,忄巛山,UCMv
𢙋,,忄八𠆢十,UTUE
𢙌,,屮王心,AERx
𢙍,,囗口心,NORw
𢙎,,了又又心,BDRl
𢙏,,子小心,BCRz
𢙐,nao2,忄冖𧘇,UQRu
𢙑,,忄乛⺀大,UBZF
𢙒,,忄七㇒兀,UFPG
𢙓,wei4,忄人二厶,UUEA
𢙔,,忄礻乚,UWCu
𢙕,,忄亦,UYi
𢙗,,忄亠𠃊女,UYCC
𢙘,,忄耳,UHe
𢙙,,忄山兀,UMGw
𢙚,,忄⺈巴,UQDb
𢙛,,忄夕口,UQOv
𢙝,,忄𠂒儿,UPVe
𢙞,,臣心,FRxe
𢙟,,口刀丶心,ODWR
𢙠,,亻⺕丿心,TBPR
𢙡,,行心,SRxx
𢙢,,工口心,IORg
𢙣,,覀心,ERxx
𢙤,,上小心,LCRs
𢙧,,忄丨土儿,UKJV
𢙨,,忄𠂇⼁子,UHKB
𢙩,,忄一未,UGIw
𢙪,,忄文寸,UYIc
𢙫,,忄囗大,UNFd
𢙬,,忄亻⺕丿,UTBP
𢙭,,𡭔大心,CFRx
𢙮,kan4,𠂇⼁土心,HKJR
𢙯,,丆日心,GKRx
𢙰,,弓幺心,DARg
𢙱,long4,忄王廾,UEHv
𢙳,zhuang3,忄爿士,UAJu
𢙴,,匚儿心夊,FVVf
𢙵,,忄㐅𠂇口,UTHO
𢙶,,日干心,KERx
𢙷,,工⺄キ心,IBRg
𢙸,,口匚儿心,OFVR
𢙹,,忄犭火,UVXv
𢙺,zhi4,忄士心,UJRx
𢙼,xing4,忄一巛工,UGCI
𢙽,,𠂉母心,PCRx
𢙾,geng3,忄一日乂,UGKT
𢚀,xian4,忄㇒止廴,UPLB
𢚁,ji4,忄己心,UDRx
𢚂,cuo4,忄人人土,UUUJ
𢚃,,忄爫寸,UVIc
𢚄,lao2,忄宀牛,UWPn
𢚅,fen3,扌八刀心,FTDR
𢚆,ju4,忄且力,UNCl
𢚈,,卄一大小⼂,HGCW
𢚉,,忄目匕,UNVi
𢚋,miao4,忄白儿,UUVe
𢚌,xia2,忄彐八乂,UBTT
𢚍,,忄宀寸一,UWIG
𢚎,,丂灬心,EXRk
𢚏,,山𠆢丶乛心,MUBR
𢚑,su4,氵月心,ZSRx
𢚒,,𠆢示心,UFRx
𢚓,,巳攵心,DPRs
𢚔,,忄八厶夊,UTAV
𢚖,,丷弓丨㇒心,XDPR
𢚗,,忄宀木,UWIv
𢚘,,忄言,UYv
𢚙,,忄文子,UYBz
𢚚,,忄亠𠃊心,UYCR
𢚛,,忄古儿,UJVe
𢚜,,忄厶田,UAKt
𢚝,,忄厶矢,UAPi
𢚞,,冖目心,QNRx
𢚟,,亠口了心,YOBR
𢚠,,宀木心,WIRx
𢚡,,一氺丶心,GAWR
𢚢,,己攵心,DPRj
𢚣,,了口又心,BORl
𢚤,,木口心,IORx
𢚥,,又王丶心,DERo
𢚦,,十冖子心,EQBR
𢚧,,丆目心,GNRx
𢚨,zhi4,亻丁口心,TEOR
𢚩,,爫彐心,VBRx
𢚪,hu4,尸火心,DXRx
𢚫,kou4,弓丨㇒又心,DKRg
𢚬,,忄不土,UGJv
𢚭,suo3,忄山水,UMAs
𢚮,ni4,忄𠂉𠂇三,UPHI
𢚯,,忄犭王,UVEv
𢚰,,忄巛㐅凵,UCTA
𢚱,,䒑八厶心,XTAR
𢚲,,忄己攵,UDPp
𢚳,,木寸心,IIRx
𢚴,,忄刀丶心,UDWR
𢚵,,忄豸,UVz
𢚶,,忄爫女,UVCv
𢚷,,忄車,UJc
𢚸,,王廾心,EHRx
𢚺,teng1,忄一大口,UGFO
𢚻,zhu4,忄口人{介下},UOUT
𢚼,,忄山乃⼂,UMAW
𢚽,,忄氵丅𠃊𠃌,UZCB
